10

0.009035

-452.930000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	66.452094	
0.000000	591.440319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.450862	
0.000000	0.000000	620.053267	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	90.710876	
0.000000	0.000000	0.000000	647.873382	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-85.294357	
0.000000	0.000000	0.000000	0.000000	407.137078	0.000000	0.000000	0.000000	0.000000	0.000000	-52.654473	
0.000000	0.000000	0.000000	0.000000	0.000000	667.369612	0.000000	0.000000	0.000000	0.000000	-61.177888	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	576.580173	0.000000	0.000000	0.000000	-105.283352	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-510.899938	0.000000	-0.000000	68.150308	
0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	831.972304	0.000000	-54.593717	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-747.924445	-43.739325	
